0,0.407330106,0.339957591,0.419599803,0.112423577,0.9202,18.0205
1,0.411327724,0.394304406,0.421494477,0.130494115,0.228,5.1931
0,0.439867735,0.34000884,0.40435395,0.116245278,0.7774,14.535
0,0.305079477,0.30113045,0.353709192,0.101637521,0.7414,9.5896
0,0.41584417,0.367734953,0.375366263,0.127503303,0.9864,16.5727
0,0.394263849,0.262255388,0.327935118,0.110778788,0.9665,22.9845
0,0.283122517,0.273862871,0.434181716,0.100680658,0.9343,27.0176
0,0.335690202,0.227559338,0.236534318,0.111477655,0.9539,22.1078
0,0.295601434,0.240425462,0.358641563,0.103865493,0.9615,17.1944
0,0.540895185,0.415807481,0.524511715,0.114552893,0.9754,25.2926
1,0.509048343,0.447621461,0.485204236,0.129954149,0.964,27.6457
1,0.546998377,0.270728608,0.36710877,0.115771703,0.931,28.7058
1,0.60875516,0.364948833,0.455211784,0.137275158,0.9131,36.4428
0,0.460488851,0.33488077,0.374800662,0.132778482,0.9081,28.1483
0,0.460676477,0.363151536,0.433551127,0.109132483,0.8289,18.4062
0,0.462883615,0.423781742,0.463914574,0.153573239,0.8968,15.7158
0,0.423137253,0.354084637,0.386307401,0.144556948,0.8998,12.9964
0,0.342957766,0.320504339,0.339260787,0.116873108,0.9651,23.2487
1,0.432452061,0.264065915,0.458301681,0.126674787,0.362,8.0182
0,0.394300708,0.319870839,0.51733299,0.11192198,0.7384,16.4881
1,0.769426694,0.292419375,0.378494177,0.1566775,0.9762,14.5661
0,0.410786084,0.379704279,0.458455786,0.118173827,0.9242,15.36
0,0.521941362,0.3732558,0.412477462,0.11058171,0.906,14.9134
0,0.489838265,0.345375931,0.51852133,0.105175671,0.4553,7.9737
0,0.454365637,0.454365637,0.518606172,0.143834129,0.939,14.3048
1,0.457696277,0.401859264,0.409000264,0.141496942,0.9757,14.3619
0,0.495800607,0.431767836,0.482065913,0.104733592,0.9616,25.4633
0,0.51571145,0.452173508,0.555316113,0.113393887,0.9696,18.9279
0,0.441113105,0.436634527,0.459887849,0.104468679,0.9632,26.7702
0,0.357741895,0.303389853,0.499496059,0.098382367,0.4797,7.9668
0,0.381755501,0.28677658,0.449832258,0.113298223,0.9326,23.2395
0,0.338358534,0.304646945,0.373051219,0.113364152,0.9221,16.4645
0,0.307552861,0.297649615,0.338055158,0.114786655,0.1316,5.6574
0,0.45969543,0.453612365,0.453525691,0.13236271,0.9519,25.1106
0,0.39448851,0.333700304,0.354732265,0.12315493,0.9486,16.8661
0,0.44008769,0.387475492,0.427629286,0.122765676,0.9811,27.7853
1,0.476244883,0.411005972,0.431229267,0.148531185,0.9371,23.2205
0,0.426241053,0.41546721,0.433897076,0.13050781,0.8894,23.0503
0,0.413349478,0.249717737,0.3213441,0.116259273,0.932,22.0994
0,0.411802573,0.329294029,0.376463268,0.122436634,0.9863,21.1859
0,0.615300211,0.557888335,0.596028707,0.174689021,0.1283,3.1852
0,0.272430852,0.178396082,0.27872338,0.106366413,0.3849,4.6339
0,0.423160666,0.32869394,0.342239935,0.129125525,0.9913,24.7144
0,0.44557395,0.364292313,0.456037002,0.124515603,0.5623,9.3588
0,0.318201878,0.280838724,0.395239398,0.105485483,0.9479,28.6391
0,0.449569971,0.42727261,0.455301691,0.133235061,0.9807,31.2287
0,0.228186109,0.187989248,0.279377928,0.099170737,0.9397,19.579
0,0.417851631,0.317027901,0.474137885,0.103140158,0.9875,27.6207
0,0.452516302,0.399889528,0.397589481,0.140672619,0.9795,22.7201
1,0.470393527,0.387376944,0.477657327,0.132285298,0.9523,29.3484
1,0.494847739,0.449709779,0.530911508,0.129220931,0.9818,31.4804
0,0.403082621,0.351574911,0.493409604,0.101066327,0.1082,4.6398
0,0.338827198,0.308102635,0.39968696,0.112023939,0.9206,18.8499
0,0.423582424,0.423582424,0.446571113,0.110587443,0.9617,22.8706
0,0.423582424,0.423582424,0.446571113,0.110587443,0.9617,22.8706
0,0.463242622,0.389809287,0.492076243,0.108300044,0.4165,3.3231
0,0.43812146,0.384547484,0.470606704,0.107188869,0.9752,25.6405
0,0.405038789,0.318332803,0.451478085,0.107584626,0.0606,4.0728
0,0.48404237,0.390591869,0.47848655,0.106518394,0.6118,7.1388
1,0.483090209,0.418149382,0.430800802,0.134764789,0.9915,40.4003
0,0.274243021,0.267760207,0.356923994,0.107518674,0.9751,23.2478
0,0.274243021,0.267760207,0.356923994,0.107518674,0.9751,23.2478
0,0.171735022,0.109302623,0.364017545,0.099496595,0.1814,5.0657
0,0.379099959,0.273371613,0.422818495,0.09726248,0.9512,20.8494
0,0.532796753,0.447892023,0.570076821,0.102343679,0.52,7.7657
0,0.518850055,0.482833893,0.531088263,0.110091743,0.5118,8.1184
0,0.461318624,0.444779541,0.499634445,0.106247184,0.5694,6.7686
0,0.461318624,0.444779541,0.499634445,0.106247184,0.5694,6.7686
0,0.50052313,0.398432583,0.527318229,0.117403095,0.4407,7.2438
0,0.440114894,0.409487558,0.499871424,0.097517162,0.9648,23.3759
0,0.231451649,0.164754677,0.450091758,0.095163807,0.0968,3.9991
0,0.231451649,0.164754677,0.450091758,0.095163807,0.0968,3.9991
0,0.286929749,0.198518936,0.228908364,0.110529248,0.9913,42.16
0,0.39413551,0.384517388,0.424524949,0.107276575,0.9469,23.5942
1,0.366207472,0.366207472,0.404834246,0.119071902,0.9736,22.9111
1,0.458410002,0.409069128,0.46031742,0.14546096,0.7098,16.8895
0,0.367518654,0.343603665,0.427218165,0.120430448,0.9854,21.296
0,0.437760598,0.287729728,0.4085451,0.110824076,0.979,28.8584
0,0.476011559,0.464147306,0.453817389,0.141357071,0.9315,21.6268
0,0.370619481,0.21346142,0.45713975,0.099198153,0.4393,9.1005
0,0.470583583,0.426284499,0.435984718,0.136429309,0.9024,13.4488
0,0.568392374,0.316030675,0.396197482,0.11571871,0.9761,30.335
0,0.447264014,0.40880487,0.408381804,0.122893783,0.9585,22.7699
0,0.416840941,0.335136405,0.414975214,0.118289596,0.9628,19.9416
0,0.473835357,0.358331335,0.397169426,0.108104715,0.9864,31.9814
0,0.34758839,0.305893003,0.432986129,0.106981728,0.9745,31.6355
0,0.410157546,0.333256609,0.489529382,0.101845565,0.9814,24.7913
1,0.358297186,0.35035294,0.367070326,0.119463779,0.9787,24.2627
0,0.443284873,0.336554004,0.391747082,0.117218935,0.5727,8.8948
0,0.438808018,0.32510988,0.449561582,0.116070823,0.8703,20.3708
1,0.455909784,0.401914363,0.438342764,0.130900012,0.9164,20.6647
0,0.394504223,0.341754676,0.385259633,0.135711976,0.9715,28.8412
1,0.476232951,0.372339951,0.443163838,0.132677571,0.9587,23.3706
0,0.420752912,0.336472992,0.386924406,0.118899904,0.1677,2.9868
1,0.452478984,0.335544654,0.343534861,0.131112433,0.9105,10.8416
0,0.346856052,0.15113975,0.361228783,0.094877174,0.979,25.3126
0,0.260003357,0.189845112,0.205856832,0.103154556,0.9878,34.8762
0,0.48482328,0.399768266,0.414221727,0.141355014,0.9383,18.2028
0,0.300660187,0.189502956,0.23934007,0.095801813,0.8905,18.6468
1,0.442707727,0.366887635,0.390178658,0.124931954,0.9691,18.4382
0,0.318446366,0.254147743,0.372773223,0.108311461,0.9318,17.6384
0,0.465882807,0.360755407,0.43352689,0.136289761,0.9272,22.4176
0,0.404370069,0.348366902,0.407544122,0.104987028,0.9195,27.0112
0,0.386404968,0.284224779,0.441986484,0.099034982,0.8702,12.1219
0,0.484945311,0.417895246,0.54401196,0.095907928,0.4834,6.8725
0,0.422638282,0.336703702,0.476881865,0.115083193,0.3789,3.9133
0,0.434976789,0.23889659,0.517474166,0.10326344,0.3604,3.5807
0,0.413312048,0.31326822,0.429854731,0.116974281,0.2876,4.3462
0,0.389453613,0.228456886,0.390524739,0.104887013,0.5113,8.1207
0,0.390779743,0.262675746,0.379319768,0.106301566,0.9651,33.0736
0,0.402224493,0.260724999,0.375378619,0.113581105,0.8935,17.022
